question,sql
What is the name of the dorm with both a TV Lounge and Study Room listed as amenities?,SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'TV Lounge' INTERSECT SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'Study Room'
Find the name of dorms which have TV Lounge but no Study Room as amenity.,SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'TV Lounge' EXCEPT SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'Study Room'
What is the name of each dorm that has a TV Lounge but no study rooms?,SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'TV Lounge' EXCEPT SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'Study Room'
Find the last name of students who is either female (sex is F) and living in the city of code BAL or male (sex is M) and in age of below 20.,SELECT `lname` FROM `Student` WHERE `sex` = 'F' AND `city_code` = 'BAL' UNION SELECT `lname` FROM `Student` WHERE `sex` = 'M' AND `age` < 20
What is the last name of every student who is either female or living in a city with the code BAL or male and under 20?,SELECT `lname` FROM `Student` WHERE `sex` = 'F' AND `city_code` = 'BAL' UNION SELECT `lname` FROM `Student` WHERE `sex` = 'M' AND `age` < 20
Find the name of the dorm with the largest capacity.,SELECT `dorm_name` FROM `Dorm` ORDER BY `student_capacity` DESC LIMIT 1
What are the names of the dorm with the largest capacity?,SELECT `dorm_name` FROM `Dorm` ORDER BY `student_capacity` DESC LIMIT 1
List in alphabetic order all different amenities.,SELECT `amenity_name` FROM `Dorm_amenity` ORDER BY `amenity_name`
What are the different dorm amenity names in alphabetical order?,SELECT `amenity_name` FROM `Dorm_amenity` ORDER BY `amenity_name`
Find the code of city where most of students are living in.,SELECT `city_code` FROM `Student` GROUP BY `city_code` ORDER BY COUNT(*) DESC LIMIT 1
What is the code of the city with the most students?,SELECT `city_code` FROM `Student` GROUP BY `city_code` ORDER BY COUNT(*) DESC LIMIT 1
Find the first and last name of students whose age is younger than the average age.,"SELECT `fname`, `lname` FROM `Student` WHERE `age` < (SELECT AVG(`age`) FROM `Student`)"
What is the first and last name of all students who are younger than average?,"SELECT `fname`, `lname` FROM `Student` WHERE `age` < (SELECT AVG(`age`) FROM `Student`)"
"List the first and last name of students who are not living in the city with code HKG, and sorted the results by their ages.","SELECT `fname`, `lname` FROM `Student` WHERE `city_code` <> 'HKG' ORDER BY `age`"
What are the first and last names of all students who are not living in the city HKG and order the results by age?,"SELECT `fname`, `lname` FROM `Student` WHERE `city_code` <> 'HKG' ORDER BY `age`"
"List name of all amenities which Anonymous Donor Hall has, and sort the results in alphabetic order.",SELECT `t1`.`amenity_name` FROM `Dorm_amenity` AS `t1` JOIN `Has_amenity` AS `t2` ON `t2`.`amenid` = `t1`.`amenid` JOIN `Dorm` AS `t3` ON `t2`.`dormid` = `t3`.`dormid` WHERE `t3`.`dorm_name` = 'Anonymous Donor Hall' ORDER BY `t1`.`amenity_name`
What are the amenities in alphabetical order that Anonymous Donor Hall has?,SELECT `t1`.`amenity_name` FROM `Dorm_amenity` AS `t1` JOIN `Has_amenity` AS `t2` ON `t2`.`amenid` = `t1`.`amenid` JOIN `Dorm` AS `t3` ON `t2`.`dormid` = `t3`.`dormid` WHERE `t3`.`dorm_name` = 'Anonymous Donor Hall' ORDER BY `t1`.`amenity_name`
Find the number of dorms and total capacity for each gender.,"SELECT COUNT(*), SUM(`student_capacity`), `gender` FROM `Dorm` GROUP BY `gender`"
How many dorms are there and what is the total capacity for each gender?,"SELECT COUNT(*), SUM(`student_capacity`), `gender` FROM `Dorm` GROUP BY `gender`"
Find the average and oldest age for students with different sex.,"SELECT AVG(`age`), MAX(`age`), `sex` FROM `Student` GROUP BY `sex`"
What is the average and oldest age for each gender of student?,"SELECT AVG(`age`), MAX(`age`), `sex` FROM `Student` GROUP BY `sex`"
Find the number of students in each major.,"SELECT COUNT(*), `major` FROM `Student` GROUP BY `major`"
How many students are there in each major?,"SELECT COUNT(*), `major` FROM `Student` GROUP BY `major`"
Find the number and average age of students living in each city.,"SELECT COUNT(*), AVG(`age`), `city_code` FROM `Student` GROUP BY `city_code`"
How many students live in each city and what are their average ages?,"SELECT COUNT(*), AVG(`age`), `city_code` FROM `Student` GROUP BY `city_code`"
Find the average age and number of male students (with sex M) from each city.,"SELECT COUNT(*), AVG(`age`), `city_code` FROM `Student` WHERE `sex` = 'M' GROUP BY `city_code`"
What is the average age and how many male students are there in each city?,"SELECT COUNT(*), AVG(`age`), `city_code` FROM `Student` WHERE `sex` = 'M' GROUP BY `city_code`"
Find the number of students for the cities where have more than one student.,"SELECT COUNT(*), `city_code` FROM `Student` GROUP BY `city_code` HAVING COUNT(*) > 1"
"How many students are from each city, and which cities have more than one cities?","SELECT COUNT(*), `city_code` FROM `Student` GROUP BY `city_code` HAVING COUNT(*) > 1"
Find the first and last name of students who are not in the largest major.,"SELECT `fname`, `lname` FROM `Student` WHERE `major` <> (SELECT `major` FROM `Student` GROUP BY `major` ORDER BY COUNT(*) DESC LIMIT 1) GROUP BY `fname`, `lname`"
What is the first and last name of the students who are not in the largest major?,"SELECT `fname`, `lname` FROM `Student` WHERE `major` <> (SELECT `major` FROM `Student` GROUP BY `major` ORDER BY COUNT(*) DESC LIMIT 1) GROUP BY `fname`, `lname`"
Find the number of students whose age is older than the average age for each gender.,"SELECT COUNT(*), `sex` FROM `Student` WHERE `age` > (SELECT AVG(`age`) FROM `Student`) GROUP BY `sex`"
How many students are older than average for each gender?,"SELECT COUNT(*), `sex` FROM `Student` WHERE `age` > (SELECT AVG(`age`) FROM `Student`) GROUP BY `sex`"
Find the average age of students living in each dorm and the name of dorm.,"SELECT AVG(`t1`.`age`), `t3`.`dorm_name` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` GROUP BY `t3`.`dorm_name`"
What is the average age for each dorm and what are the names of each dorm?,"SELECT AVG(`t1`.`age`), `t3`.`dorm_name` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` GROUP BY `t3`.`dorm_name`"
Find the number of amenities for each of the dorms that can accommodate more than 100 students.,"SELECT COUNT(*), `t1`.`dormid` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` WHERE `t1`.`student_capacity` > 100 GROUP BY `t1`.`dormid`"
"For each dorm, how many amenities does it have?","SELECT COUNT(*), `t1`.`dormid` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` WHERE `t1`.`student_capacity` > 100 GROUP BY `t1`.`dormid`"
Find the number of students who is older than 20 in each dorm.,"SELECT COUNT(*), `t3`.`dorm_name` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t1`.`age` > 20 GROUP BY `t3`.`dorm_name`"
How many students are older than 20 in each dorm?,"SELECT COUNT(*), `t3`.`dorm_name` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t1`.`age` > 20 GROUP BY `t3`.`dorm_name`"
Find the first name of students who are living in the Smith Hall.,SELECT `t1`.`fname` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`dorm_name` = 'Smith Hall'
What are the first names of all students in Smith Hall?,SELECT `t1`.`fname` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`dorm_name` = 'Smith Hall'
Find the average age of students who are living in the dorm with the largest capacity.,SELECT AVG(`t1`.`age`) FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`student_capacity` = (SELECT MAX(`student_capacity`) FROM `Dorm`)
What is the average age of students who are living in the dorm with the largest capacity?,SELECT AVG(`t1`.`age`) FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`student_capacity` = (SELECT MAX(`student_capacity`) FROM `Dorm`)
Find the total number of students living in the male dorm (with gender M).,SELECT COUNT(*) FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`gender` = 'M'
What are the total number of students who are living in a male dorm?,SELECT COUNT(*) FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`gender` = 'M'
Find the number of female students (with F sex) living in Smith Hall,SELECT COUNT(*) FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`dorm_name` = 'Smith Hall' AND `t1`.`sex` = 'F'
How many female students live in Smith Hall?,SELECT COUNT(*) FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` JOIN `Dorm` AS `t3` ON `t3`.`dormid` = `t2`.`dormid` WHERE `t3`.`dorm_name` = 'Smith Hall' AND `t1`.`sex` = 'F'
Find the name of amenities Smith Hall dorm have.,SELECT `t3`.`amenity_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t1`.`dorm_name` = 'Smith Hall'
What are the names of the amenities that Smith Hall has?,SELECT `t3`.`amenity_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t1`.`dorm_name` = 'Smith Hall'
Find the name of amenities Smith Hall dorm have. ordered the results by amenity names.,SELECT `t3`.`amenity_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t1`.`dorm_name` = 'Smith Hall' ORDER BY `t3`.`amenity_name`
What amenities does Smith Hall have in alphabetical order?,SELECT `t3`.`amenity_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t1`.`dorm_name` = 'Smith Hall' ORDER BY `t3`.`amenity_name`
Find the name of amenity that is most common in all dorms.,SELECT `t1`.`amenity_name` FROM `Dorm_amenity` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`amenid` = `t2`.`amenid` GROUP BY `t1`.`amenity_name` ORDER BY COUNT(*) DESC LIMIT 1
What is the most common amenity in the dorms?,SELECT `t1`.`amenity_name` FROM `Dorm_amenity` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`amenid` = `t2`.`amenid` GROUP BY `t1`.`amenity_name` ORDER BY COUNT(*) DESC LIMIT 1
Find the name and capacity of the dorm with least number of amenities.,"SELECT `t1`.`dorm_name`, `t1`.`student_capacity` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` GROUP BY `t1`.`dorm_name`, `t1`.`student_capacity` ORDER BY COUNT(*) LIMIT 1"
What is the name and capacity of the dorm with the fewest amount of amenities?,"SELECT `t1`.`dorm_name`, `t1`.`student_capacity` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` GROUP BY `t1`.`dorm_name`, `t1`.`student_capacity` ORDER BY COUNT(*) LIMIT 1"
Find the name of dorms that do not have amenity TV Lounge.,SELECT `dorm_name` FROM `Dorm` EXCEPT SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'TV Lounge'
What are the names of the dorm that does not have a TV Lounge?,SELECT `dorm_name` FROM `Dorm` EXCEPT SELECT `t1`.`dorm_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` WHERE `t3`.`amenity_name` = 'TV Lounge'
Find the first and last name of students who are living in the dorms that have amenity TV Lounge.,"SELECT `t1`.`fname`, `t1`.`lname` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` WHERE `t2`.`dormid` IN (SELECT `t3`.`dormid` FROM `Has_amenity` AS `t3` JOIN `Dorm_amenity` AS `t4` ON `t3`.`amenid` = `t4`.`amenid` WHERE `t4`.`amenity_name` = 'TV Lounge')"
What are the first and last names of all students who are living in a dorm with a TV Lounge?,"SELECT `t1`.`fname`, `t1`.`lname` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` WHERE `t2`.`dormid` IN (SELECT `t3`.`dormid` FROM `Has_amenity` AS `t3` JOIN `Dorm_amenity` AS `t4` ON `t3`.`amenid` = `t4`.`amenid` WHERE `t4`.`amenity_name` = 'TV Lounge')"
Find the first name and age of students who are living in the dorms that do not have amenity TV Lounge.,"SELECT `t1`.`fname`, `t1`.`age` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` WHERE NOT `t2`.`dormid` IN (SELECT `t3`.`dormid` FROM `Has_amenity` AS `t3` JOIN `Dorm_amenity` AS `t4` ON `t3`.`amenid` = `t4`.`amenid` WHERE `t4`.`amenity_name` = 'TV Lounge')"
What is the first name and age of every student who lives in a dorm with a TV Lounge?,"SELECT `t1`.`fname`, `t1`.`age` FROM `Student` AS `t1` JOIN `Lives_in` AS `t2` ON `t1`.`stuid` = `t2`.`stuid` WHERE NOT `t2`.`dormid` IN (SELECT `t3`.`dormid` FROM `Has_amenity` AS `t3` JOIN `Dorm_amenity` AS `t4` ON `t3`.`amenid` = `t4`.`amenid` WHERE `t4`.`amenity_name` = 'TV Lounge')"
Find the name of amenities of the dorm where the student with last name Smith is living in.,SELECT `t3`.`amenity_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` JOIN `Lives_in` AS `t4` ON `t4`.`dormid` = `t1`.`dormid` JOIN `Student` AS `t5` ON `t5`.`stuid` = `t4`.`stuid` WHERE `t5`.`lname` = 'Smith'
What are the amenities in the dorm that a student who has the last name of Smith lives in?,SELECT `t3`.`amenity_name` FROM `Dorm` AS `t1` JOIN `Has_amenity` AS `t2` ON `t1`.`dormid` = `t2`.`dormid` JOIN `Dorm_amenity` AS `t3` ON `t2`.`amenid` = `t3`.`amenid` JOIN `Lives_in` AS `t4` ON `t4`.`dormid` = `t1`.`dormid` JOIN `Student` AS `t5` ON `t5`.`stuid` = `t4`.`stuid` WHERE `t5`.`lname` = 'Smith'
