player_id,award_id,year,league_id,tie,notes
stengca01,TSN Manager of the Year,1953,ML,NULL,NULL
durocle01,TSN Manager of the Year,1954,ML,NULL,NULL
alstowa01,TSN Manager of the Year,1955,ML,NULL,NULL
tebbebi01,TSN Manager of the Year,1956,ML,NULL,NULL
hutchfr01,TSN Manager of the Year,1957,ML,NULL,NULL
stengca01,TSN Manager of the Year,1958,ML,NULL,NULL
alstowa01,TSN Manager of the Year,1959,ML,NULL,NULL
murtada01,TSN Manager of the Year,1960,ML,NULL,NULL
houkra01,TSN Manager of the Year,1961,ML,NULL,NULL
rignebi01,TSN Manager of the Year,1962,ML,NULL,NULL
alstowa01,TSN Manager of the Year,1963,ML,NULL,NULL
keanejo99,TSN Manager of the Year,1964,ML,NULL,NULL
melesa01,TSN Manager of the Year,1965,ML,NULL,NULL
bauerha01,TSN Manager of the Year,1966,ML,NULL,NULL
willidi02,TSN Manager of the Year,1967,ML,NULL,NULL
smithma01,TSN Manager of the Year,1968,ML,NULL,NULL
hodgegi01,TSN Manager of the Year,1969,ML,NULL,NULL
murtada01,TSN Manager of the Year,1970,ML,NULL,NULL
foxch01,TSN Manager of the Year,1971,ML,NULL,NULL
tannech01,TSN Manager of the Year,1972,ML,NULL,NULL
mauchge01,TSN Manager of the Year,1973,ML,NULL,NULL
virdobi01,TSN Manager of the Year,1974,ML,NULL,NULL
johnsda01,TSN Manager of the Year,1975,ML,NULL,NULL
ozarkda99,TSN Manager of the Year,1976,ML,NULL,NULL
weaveea99,TSN Manager of the Year,1977,ML,NULL,NULL
bambege01,TSN Manager of the Year,1978,ML,NULL,NULL
weaveea99,TSN Manager of the Year,1979,ML,NULL,NULL
virdobi01,TSN Manager of the Year,1980,ML,NULL,NULL
martibi02,TSN Manager of the Year,1981,ML,NULL,NULL
herzowh01,TSN Manager of the Year,1982,ML,NULL,NULL
larusto01,TSN Manager of the Year,1983,ML,NULL,NULL
freyji99,TSN Manager of the Year,1984,ML,NULL,NULL
coxbo01,TSN Manager of the Year,1985,ML,NULL,NULL
lanieha01,TSN Manager of the Year,1986,NL,NULL,NULL
mcnamjo99,TSN Manager of the Year,1986,AL,NULL,NULL
andersp01,TSN Manager of the Year,1987,AL,NULL,NULL
rodgebu01,TSN Manager of the Year,1987,NL,NULL,NULL
larusto01,TSN Manager of the Year,1988,AL,NULL,NULL
leylaji99,TSN Manager of the Year,1988,NL,NULL,NULL
robinfr02,TSN Manager of the Year,1989,AL,NULL,NULL
zimmedo01,TSN Manager of the Year,1989,NL,NULL,NULL
leylaji99,TSN Manager of the Year,1990,NL,NULL,NULL
torboje01,TSN Manager of the Year,1990,AL,NULL,NULL
coxbo01,TSN Manager of the Year,1991,NL,NULL,NULL
kellyto01,TSN Manager of the Year,1991,AL,NULL,NULL
larusto01,TSN Manager of the Year,1992,AL,NULL,NULL
leylaji99,TSN Manager of the Year,1992,NL,NULL,NULL
coxbo01,TSN Manager of the Year,1993,NL,NULL,NULL
oatesjo01,TSN Manager of the Year,1993,AL,NULL,NULL
aloufe01,TSN Manager of the Year,1994,NL,NULL,NULL
showabu99,TSN Manager of the Year,1994,AL,NULL,NULL
baylodo01,TSN Manager of the Year,1995,NL,NULL,NULL
hargrmi01,TSN Manager of the Year,1995,AL,NULL,NULL
bochybr01,TSN Manager of the Year,1996,NL,NULL,NULL
oatesjo01,TSN Manager of the Year,1996,AL,NULL,NULL
bakerdu01,TSN Manager of the Year,1997,NL,NULL,NULL
johnsda02,TSN Manager of the Year,1997,AL,NULL,NULL
bochybr01,TSN Manager of the Year,1998,NL,NULL,NULL
torrejo01,TSN Manager of the Year,1998,AL,NULL,NULL
coxbo01,TSN Manager of the Year,1999,NL,NULL,NULL
williji03,TSN Manager of the Year,1999,AL,NULL,NULL
bakerdu01,TSN Manager of the Year,2000,NL,NULL,NULL
manueje01,TSN Manager of the Year,2000,AL,NULL,NULL
bowala01,TSN Manager of the Year,2001,NL,NULL,NULL
pinielo01,TSN Manager of the Year,2001,AL,NULL,NULL
coxbo01,TSN Manager of the Year,2002,NL,NULL,NULL
sciosmi01,TSN Manager of the Year,2002,AL,NULL,NULL
coxbo01,TSN Manager of the Year,2003,NL,NULL,NULL
penato01,TSN Manager of the Year,2003,AL,NULL,NULL
coxbo01,TSN Manager of the Year,2004,NL,NULL,NULL
gardero01,TSN Manager of the Year,2004,AL,NULL,NULL
coxbo01,TSN Manager of the Year,2005,NL,NULL,NULL
guilloz01,TSN Manager of the Year,2005,AL,NULL,NULL
girarjo01,TSN Manager of the Year,2006,NL,NULL,NULL
leylaji99,TSN Manager of the Year,2006,AL,NULL,NULL
melvibo01,TSN Manager of the Year,2007,NL,NULL,NULL
wedgeer01,TSN Manager of the Year,2007,AL,NULL,NULL
maddojo99,TSN Manager of the Year,2008,AL,NULL,NULL
gonzafr99,TSN Manager of the Year,2008,NL,NULL,NULL
sciosmi01,TSN Manager of the Year,2009,AL,NULL,NULL
tracyji01,TSN Manager of the Year,2009,NL,NULL,NULL
gardero01,TSN Manager of the Year,2010,AL,NULL,NULL
blackbu02,TSN Manager of the Year,2010,NL,NULL,NULL
maddojo99,TSN Manager of the Year,2011,AL,NULL,NULL
gibsoki01,TSN Manager of the Year,2011,NL,NULL,NULL
showabu99,TSN Manager of the Year,2012,AL,NULL,NULL
johnsda02,TSN Manager of the Year,2012,NL,NULL,NULL
farrejo03,TSN Manager of the Year,2013,AL,NULL,NULL
hurdlcl01,TSN Manager of the Year,2013,NL,NULL,NULL
showabu99,TSN Manager of the Year,2014,AL,NULL,NULL
willima04,TSN Manager of the Year,2014,NL,NULL,NULL
molitpa01,TSN Manager of the Year,2015,AL,NULL,NULL
collite99,TSN Manager of the Year,2015,NL,NULL,NULL
showabu99,BBWAA Manager of the year,2014,AL,NULL,NULL
willima04,BBWAA Manager of the year,2014,NL,NULL,NULL
banisje01,BBWAA Manager of the year,2015,AL,NULL,NULL
